wheelchair friends kiss,1158593,RC1-Mod,9,AdultImage_Explicit##AdultImage_Suggestive##AdultImage_Suggestive##AdultImage_Suggestive##AdultImage_NonAdult##AdultImage_NonAdult,True,Labeler3##Labeler8##Labeler4##Labeler2##Labeler3##Labeler4,0.166666666666667,0.666666666666667,8/27/2019,0,0,http://i.dailymail.co.uk/i/newpix/2018/05/01/22/4BB16F7500000578-5680109-image-a-91_1525211994217.jpg,http://www.dailymail.co.uk/tvshowbiz/article-5680109/Gigi-Hadid-tries-hide-coy-smile-steamy-kiss-Zayn-Malik-seen-Bella.html,STCAv2,415341,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=410625:1145509&job1=415341:1158593&qid=37031489&q=wheelchair+friends+kiss,en-us Adult,+W9MFTs2vxAHqQ,189a7e7834c5084243ae194e1cadfeb8,8_Dup,0,8_Score,0,8_Final,0,8_Adjust,0,8_AX,2,8_R9,0,8_RX,254,0.03704924,0.5361809,0.9999862,1.240996E-05,1.476599E-06,6.156564E-09,,0.0017267502844333649,D9FCB83D0000000075B6823B000000004CF43E3D0000000078024B3A00000000,0.09032602## 0## 0.003989036## 0## 0.0466197## 0## 0.0007744203## 0,0.16666666666666666,0.5,0,en-us,Adult
tumbex celebrity male fakes,1158593,RC1-Mod,13,AdultImage_Explicit##AdultImage_Explicit##AdultImage_Explicit,True,Labeler5##Labeler6##Labeler8,1,1,8/27/2019,0,0,https://66.media.tumblr.com/f78c965374400ae0bb805fc59a13aa74/tumblr_o65t1oogaj1s290xjo1_540.png,https://www.tumbex.com/gay-celeb-fakes.tumblr/posts,STCAv2,415341,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=410625:1145509&job1=415341:1158593&qid=37031221&q=tumbex+celebrity+male+fakes,en-us Adult,+Z8RENLP7MuCxQ,c33c0045da481444b9f58d72cf8f1608,8_Dup,0,8_Score,0,8_Final,0,8_Adjust,0,8_AX,28,8_R9,0,8_RX,62,0.02427851,0.07514096,6.723994E-06,6.436488E-06,0.9999866,2.322823E-07,,0.019730128347873688,4D15D33E000000002B0FBE3C000000004EFF513F00000000946CFB3C00000000,0.4122719## 0## 0.02320059## 0## 0.8203019## 0## 0.03069142## 0,1,0,0,en-us,Adult
rosee divine,1158593,RC1-Mod,14,AdultImage_Explicit##AdultImage_Suggestive##AdultImage_Suggestive,True,Labeler7##Labeler8##Labeler5,0.333333333333333,1,8/27/2019,0,0,http://1.bp.blogspot.com/-7jkH9y97LWQ/UuofQ2mtP1I/AAAAAAAAGro/Hxhsalt4lcc/s1600/rosee3.jpg,http://opinionsfordays.blogspot.com/2014/01/it-girl-of-week-rosee-divine.html,STCAv2,415341,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=410625:1145509&job1=415341:1158593&qid=1528320&q=rosee+divine,en-us Adult,/hINmuadfKL/Qw,ad64200ce997a6c8b3ae3e91e09b2c4d,8_Dup,0,8_Score,134,8_Final,110,8_Adjust,110,8_AX,2,8_R9,254,8_RX,254,0.230721563,0.5608588,6.490244E-06,0.9999915,2.010787E-06,1.072863E-08,,0.006460488,,,0.33333333333333331,0.66666666666666663,0,en-us,Adult
tunneling abcess,1155409,RC1-Prod,3,AdultImage_Explicit##AdultImage_NonAdult##AdultImage_NonAdult,True,Labeler4##Labeler8##Labeler6,0.333333333333333,0.333333333333333,8/22/2019,0,0,https://i0.wp.com/www.healthline.com/hlcmsresource/images/Read-More-conversion-images/Cyst/Two_pilonidal_cysts_in_the_natal_cleft-1296x728-Header.jpg?w=1155&h=1528,https://healthline.com/health/cyst,STCAv2,414260,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=412971:1152185&job1=414260:1155409&qid=37129536&q=tunneling+abcess,en-ca Adult,0MTQ6pfsJJ8JjQ,0041218e8b7ede036d32b047f57d70a8,8_Dup,0,8_Score,0,8_Final,0,8_Adjust,0,8_AX,2,8_R9,0,8_RX,2,0.122912489,0.319129169,0.9999894,5.634328E-06,4.642457E-06,3.015615E-07,8_A#TAB#2#TAB#8_R#TAB#2#TAB#8_O#TAB#2,0.00099978758953511715,,,0.33333333333333331,0,0,en-ca,Adult
mythe daphne et apollon,1156637,RC1-Mod,25,AdultImage_Explicit##AdultImage_NonAdult##AdultImage_NonAdult##AdultImage_NonAdult##AdultImage_NonAdult##AdultImage_NonAdult,True,Labeler2##Labeler4##Labeler1##Labeler7##Labeler6##Labeler5,0.166666666666667,0.166666666666667,8/26/2019,0,0,http://www.johnbulteel.be/IMG/jpg/1DesMyth2010.jpg,http://www.johnbulteel.be/Dahpne-Apollon.html,STCAv2,414711,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=411339:1147535&job1=414711:1156637&qid=37031862&q=mythe+daphne+et+apollon,fr-fr Adult,0dkPJ9XFlvqQCg,441b4001e7f36f0cf81d459a7e3f631d,8_Dup,171,8_Score,2,8_Final,40,8_Adjust,40,8_AX,2,8_R9,2,8_RX,2,0.107889131,0.09469361,0.999997,5.482724E-07,2.288747E-06,6.976048E-08,8_A#TAB#2#TAB#8_R#TAB#2#TAB#8_O#TAB#2,0.0130002,CF3C103E0000000033BA2E3D0000000000D8B43E000000003BEF023E00000000,0.140857## 0## 0.04265804## 0## 0.3532104## 0## 0.1278657## 0,0.16666666666666666,0,0,fr-fr,Adult
bodystockings,1158593,RC1-Mod,11,AdultImage_Explicit##AdultImage_Suggestive##AdultImage_Suggestive,True,Labeler7##Labeler5##Labeler8,0.333333333333333,1,8/27/2019,0,0,https://www.evasintimates.com/p/ob-f207-[fullsize].jpg,https://www.evasintimates.com/sexy-lingerie/body-stockings/bodystockings-704/,STCAv2,415341,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=410625:1145509&job1=415341:1158593&qid=9517747&q=bodystockings,en-us Adult,16H98I/LXSvQfQ,532a224b9cf4acb0c3369c7c089395bf,8_Dup,0,8_Score,0,8_Final,0,8_Adjust,0,8_AX,2,8_R9,0,8_RX,2,0.0217174,0.2482006,0.9999906,7.648916E-06,1.776242E-06,2.288241E-08,,0.0010695853270590305,BF79D93B00000000C3BF093A000000000195EE3D000000003845013A00000000,0.006636828## 0## 0.000525471## 0## 0.1164951## 0## 0.0004931274## 0,0.33333333333333331,0.66666666666666663,0,en-us,Adult
redbone curvy girl,1158593,RC1-Mod,1,AdultImage_Explicit##AdultImage_Explicit##AdultImage_Suggestive,True,Labeler4##Labeler3##Labeler5,0.666666666666667,1,8/27/2019,0,0,https://i.pinimg.com/736x/56/fb/44/56fb445db80dfb09e07826530e2187e7.jpg,https://www.pinterest.com/dbrackins/beautiful-queens-centerfold/,STCAv2,415341,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=410625:1145509&job1=415341:1158593&qid=37031590&q=redbone+curvy+girl,en-us Adult,1hoKxpEn4KxMqg,9c7af5a76dde881a51ddbb7b7c531f4e,8_Dup,0,8_Score,0,8_Final,0,8_Adjust,0,8_AX,2,8_R9,0,8_RX,254,0.144448146,0.6713337,1.965723E-06,0.999997,1.017311E-06,1.029532E-09,,0.019625945016741753,E4BE473D0000000060FA4A3B00000000807C473E000000009468053A00000000,0.04876603## 0## 0.003097199## 0## 0.1948109## 0## 0.0005089131## 0,0.66666666666666663,0.33333333333333331,0,en-us,Adult
woman sex hump men,1155409,RC1-Prod,3,AdultImage_Hardcore##AdultImage_Hardcore##AdultImage_NonAdult,True,Labeler2##Labeler3##Labeler7,0.666666666666667,0.666666666666667,8/22/2019,0,0,https://i.ytimg.com/vi/ciAMrVXjuS4/hqdefault.jpg,http://www.youtube.com/watch?v=ciAMrVXjuS4,STCAv2,414260,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=412971:1152185&job1=414260:1155409&qid=37130244&q=woman+sex+hump+men,en-ca Adult,26Q+LSKek+NYbg,1ab3b9bf291249a7a0408bf621cd9e30,8_Dup,0,8_Score,0,8_Final,0,8_Adjust,0,8_AX,2,8_R9,0,8_RX,2,0.07472033,0.0970557854,0.9999915,1.566652E-06,5.407886E-06,1.562583E-06,8_A#TAB#2#TAB#8_R#TAB#2#TAB#8_O#TAB#2,0.00041910132858902216,C0BA1F3E000000008E75C73E00000000B96AD33C000000005AD23C3D00000000,0.1559858## 0## 0.3895687## 0## 0.02580773## 0## 0.04609904## 0,0.66666666666666663,0,0,en-ca,Adult
bodystockings,1158593,RC1-Mod,18,AdultImage_Explicit##AdultImage_Explicit##AdultImage_Suggestive,True,Labeler4##Labeler3##Labeler8,0.666666666666667,1,8/27/2019,0,0,https://sep.yimg.com/ay/mydivascloset/lace-bodystocking-with-criss-cross-back-30.jpg,https://www.mydivascloset.com/labowicrcrba.html,STCAv2,415341,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=410625:1145509&job1=415341:1158593&qid=9517747&q=bodystockings,en-us Adult,3C4klu+2kGwy4A,54d389fad9ee9cc58f0e888896f691db,8_Dup,0,8_Score,0,8_Final,0,8_Adjust,0,8_AX,2,8_R9,0,8_RX,20,0.0112245176,0.07535614,5.097058E-05,0.9999448,4.19138E-06,4.645168E-08,,0.0001067110788426362,8EC1543B000000001549A73900000000A9A6EC3B00000000D2BE4E3900000000,0.0032464## 0## 0.0003190717## 0## 0.007222016## 0## 0.0001971678## 0,0.66666666666666663,0.33333333333333331,0,en-us,Adult
bodystockings,1158593,RC1-Mod,3,AdultImage_Explicit##AdultImage_NonAdult##AdultImage_NonAdult##AdultImage_Suggestive##AdultImage_Suggestive##AdultImage_Suggestive##AdultImage_NonAdult##AdultImage_NonAdult##AdultImage_NonAdult,True,Labeler2##Labeler4##Labeler8##Labeler5##Labeler7##Labeler6##Labeler7##Labeler6##Labeler5,0.111111111111111,0.444444444444444,8/27/2019,0,0,http://www.galandoo.com/image/magictoolbox_cache/69e16b89224417ed674c242274ba3323/2/5/2513/original/6dbf989ff355968d3de4c1c433149934.jpg,http://www.galandoo.com/index.php?route=product/category&path=117_121,STCAv2,415341,http://avatar-prod/CompareTwoResultQueryJudgments.aspx?job0=410625:1145509&job1=415341:1158593&qid=9517747&q=bodystockings,en-us Adult,3GEowZA18Bu4Jg,d1d66cf369943363da6a7d8389d91367,8_Dup,1,8_Score,1,8_Final,1,8_Adjust,1,8_AX,1,8_R9,174,8_RX,1,0.0285518784,0.05867695,0.9999943,3.161482E-06,2.48224E-06,3.00771E-08,,0.0066392938606441021,D1AA363D00000000C085483D000000009F100D3E000000008A4AC53C00000000,0.0445965## 0## 0.04895568## 0## 0.1377587## 0## 0.02408339## 0,0.1111111111111111,0.33333333333333331,0,en-us,Adult
